dd hh:mm:ss.mss,session_id,sql_text,login_name,wait_info,CPU,tempdb_allocations,tempdb_current,blocking_session_id,reads,writes,physical_reads,used_memory,status,tran_start_time,open_tran_count,percent_complete,host_name,database_name,program_name,start_time,login_time,request_id,collection_time,sql_command,tasks,context_switches,physical_io,locks,additional_info
00 00:00:00.000,70,"SELECT ItemId, WarehouseId, Qty FROM dbo.InventoryLevels WHERE WarehouseId = @p1",app_batch,ASYNC_NETWORK_IO,18,2,6,,281,15,3,1017,sleeping,,0,0.0,BATCH-SVC-05,ArchiveDB,BatchJobRunner,2026-07-14 09:03:18.000,2026-07-14 04:00:00.000,0,2026-07-14 09:03:18.000,"SELECT ItemId, WarehouseId, Qty FROM dbo.InventoryLevels WHERE WarehouseId = @p1",1,379,6,KEY: OBJECT: shared 1,
00 00:00:03.000,61,UPDATE dbo.InventoryLevels SET Qty = Qty - @p1 WHERE ItemId = @p2,svc_etl,,31,15,29,,435,15,2,1071,running,,0,0.0,ETL-WRK-03,StagingDB,ETL.HourlySync,2026-07-14 09:03:15.000,2026-07-13 11:00:00.000,0,2026-07-14 09:03:18.000,UPDATE dbo.InventoryLevels SET Qty = Qty - @p1 WHERE ItemId = @p2,1,103,3,,
00 00:00:00.000,55,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_orders,,13,13,7,,787,12,3,2587,sleeping,,0,0.0,APP-SVC-01,OrdersDB,MyApp.OrderService,2026-07-14 09:03:24.000,2026-07-12 18:00:00.000,0,2026-07-14 09:03:24.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,349,9,,
00 00:00:00.000,56,DELETE FROM dbo.StagingRows WHERE BatchId = @p1,svc_reporting,,3,15,1,,234,13,0,393,running,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-07-14 09:03:24.000,2026-07-13 06:00:00.000,0,2026-07-14 09:03:24.000,DELETE FROM dbo.StagingRows WHERE BatchId = @p1,1,317,12,KEY: OBJECT: shared 1,
00 00:00:00.000,61,"INSERT INTO dbo.AuditTrail (EntityId, ChangeType, ChangedAt) VALUES (@p1, @p2, @p3)",svc_etl,,32,0,12,,747,9,2,1807,sleeping,,0,0.0,ETL-WRK-03,StagingDB,ETL.HourlySync,2026-07-14 09:03:30.000,2026-07-13 11:00:00.000,0,2026-07-14 09:03:30.000,"INSERT INTO dbo.AuditTrail (EntityId, ChangeType, ChangedAt) VALUES (@p1, @p2, @p3)",1,381,5,,
00 00:00:01.000,70,"INSERT INTO dbo.AuditTrail (EntityId, ChangeType, ChangedAt) VALUES (@p1, @p2, @p3)",app_batch,ASYNC_NETWORK_IO,40,10,25,,639,8,2,2935,running,,1,0.0,BATCH-SVC-05,ArchiveDB,BatchJobRunner,2026-07-14 09:03:29.000,2026-07-14 04:00:00.000,0,2026-07-14 09:03:30.000,"INSERT INTO dbo.AuditTrail (EntityId, ChangeType, ChangedAt) VALUES (@p1, @p2, @p3)",1,272,6,,
00 00:00:03.000,70,UPDATE dbo.Orders SET Status = @p1 WHERE OrderId = @p2,app_batch,,10,13,20,,354,7,2,1406,sleeping,,0,0.0,BATCH-SVC-05,ArchiveDB,BatchJobRunner,2026-07-14 09:03:33.000,2026-07-14 04:00:00.000,0,2026-07-14 09:03:36.000,UPDATE dbo.Orders SET Status = @p1 WHERE OrderId = @p2,1,180,5,,
00 00:00:03.000,56,EXEC dbo.usp_RecalculateBillingCycle @AccountId = @p1,svc_reporting,,40,4,39,,660,12,3,2734,sleeping,,1,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-07-14 09:03:39.000,2026-07-13 06:00:00.000,0,2026-07-14 09:03:42.000,EXEC dbo.usp_RecalculateBillingCycle @AccountId = @p1,1,196,11,,
00 00:00:02.000,56,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_reporting,,24,20,26,,67,14,3,801,sleeping,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-07-14 09:03:46.000,2026-07-13 06:00:00.000,0,2026-07-14 09:03:48.000,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,1,349,1,,
00 00:00:00.000,55,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_orders,,1,11,11,,648,10,3,1356,sleeping,,1,0.0,APP-SVC-01,OrdersDB,MyApp.OrderService,2026-07-14 09:03:48.000,2026-07-12 18:00:00.000,0,2026-07-14 09:03:48.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,55,11,KEY: OBJECT: shared 1,
00 00:00:03.000,82,SELECT * FROM dbo.CustomerNotes WHERE Note LIKE '%priority%',svc_inventory,ASYNC_NETWORK_IO,36,5,38,,549,8,5,2881,sleeping,,0,0.0,APP-SVC-02,InventoryDB,MyApp.OrderService,2026-07-14 09:03:51.000,2026-07-14 06:00:00.000,0,2026-07-14 09:03:54.000,SELECT * FROM dbo.CustomerNotes WHERE Note LIKE '%priority%',1,374,2,KEY: OBJECT: shared 1,
00 00:00:03.000,56,UPDATE dbo.Orders SET Status = @p1 WHERE OrderId = @p2,svc_reporting,ASYNC_NETWORK_IO,7,17,32,,726,14,2,1989,sleeping,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-07-14 09:03:51.000,2026-07-13 06:00:00.000,0,2026-07-14 09:03:54.000,UPDATE dbo.Orders SET Status = @p1 WHERE OrderId = @p2,1,105,6,,
00 00:00:03.000,56,"MERGE dbo.ReportingSnapshot AS tgt USING dbo.Orders AS src ON tgt.OrderId = src.OrderId WHEN MATCHED THEN UPDATE SET tgt.Status = src.Status WHEN NOT MATCHED THEN INSERT (OrderId, Status) VALUES (src.OrderId, src.Status)",svc_reporting,,3,0,39,,126,11,1,2954,sleeping,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-07-14 09:03:57.000,2026-07-13 06:00:00.000,0,2026-07-14 09:04:00.000,"MERGE dbo.ReportingSnapshot AS tgt USING dbo.Orders AS src ON tgt.OrderId = src.OrderId WHEN MATCHED THEN UPDATE SET tgt.Status = src.Status WHEN NOT MATCHED THEN INSERT (OrderId, Status) VALUES (src.OrderId, src.Status)",1,163,4,,
00 00:00:01.000,56,SELECT * FROM dbo.CustomerNotes WHERE Note LIKE '%priority%',svc_reporting,,34,4,20,,73,0,4,2369,sleeping,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-07-14 09:04:05.000,2026-07-13 06:00:00.000,0,2026-07-14 09:04:06.000,SELECT * FROM dbo.CustomerNotes WHERE Note LIKE '%priority%',1,190,7,KEY: OBJECT: shared 1,
00 00:00:03.000,82,SELECT * FROM dbo.CustomerNotes WHERE Note LIKE '%priority%',svc_inventory,ASYNC_NETWORK_IO,38,17,9,,8,9,5,3214,running,,1,0.0,APP-SVC-02,InventoryDB,MyApp.OrderService,2026-07-14 09:04:09.000,2026-07-14 06:00:00.000,0,2026-07-14 09:04:12.000,SELECT * FROM dbo.CustomerNotes WHERE Note LIKE '%priority%',1,266,9,,
00 00:00:02.000,61,"SELECT o.OrderId, o.Status, o.CreatedDate FROM dbo.Orders o WHERE o.CreatedDate >= @p1 AND o.Status = @p2",svc_etl,ASYNC_NETWORK_IO,22,19,27,,586,13,1,770,sleeping,,1,0.0,ETL-WRK-03,StagingDB,ETL.HourlySync,2026-07-14 09:04:10.000,2026-07-13 11:00:00.000,0,2026-07-14 09:04:12.000,"SELECT o.OrderId, o.Status, o.CreatedDate FROM dbo.Orders o WHERE o.CreatedDate >= @p1 AND o.Status = @p2",1,98,3,,
00 00:00:03.000,56,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_reporting,ASYNC_NETWORK_IO,6,9,4,,463,12,4,2427,sleeping,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-07-14 09:04:09.000,2026-07-13 06:00:00.000,0,2026-07-14 09:04:12.000,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,1,110,2,,
00 00:00:00.000,82,DELETE FROM dbo.StagingRows WHERE BatchId = @p1,svc_inventory,,23,18,10,,496,3,2,3213,running,,0,0.0,APP-SVC-02,InventoryDB,MyApp.OrderService,2026-07-14 09:04:18.000,2026-07-14 06:00:00.000,0,2026-07-14 09:04:18.000,DELETE FROM dbo.StagingRows WHERE BatchId = @p1,1,51,0,KEY: OBJECT: shared 1,
00 00:00:01.000,55,"SELECT o.OrderId, o.Status, o.CreatedDate FROM dbo.Orders o WHERE o.CreatedDate >= @p1 AND o.Status = @p2",svc_orders,,26,19,32,,345,6,3,2123,running,,1,0.0,APP-SVC-01,OrdersDB,MyApp.OrderService,2026-07-14 09:04:23.000,2026-07-12 18:00:00.000,0,2026-07-14 09:04:24.000,"SELECT o.OrderId, o.Status, o.CreatedDate FROM dbo.Orders o WHERE o.CreatedDate >= @p1 AND o.Status = @p2",1,253,10,KEY: OBJECT: shared 1,
00 00:00:02.000,70,"SELECT ItemId, WarehouseId, Qty FROM dbo.InventoryLevels WHERE WarehouseId = @p1",app_batch,,40,17,40,,119,10,1,1724,running,,1,0.0,BATCH-SVC-05,ArchiveDB,BatchJobRunner,2026-07-14 09:04:22.000,2026-07-14 04:00:00.000,0,2026-07-14 09:04:24.000,"SELECT ItemId, WarehouseId, Qty FROM dbo.InventoryLevels WHERE WarehouseId = @p1",1,393,0,KEY: OBJECT: shared 1,
00 00:00:01.000,56,UPDATE dbo.InventoryLevels SET Qty = Qty - @p1 WHERE ItemId = @p2,svc_reporting,,37,11,0,,271,4,3,1528,sleeping,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-07-14 09:04:23.000,2026-07-13 06:00:00.000,0,2026-07-14 09:04:24.000,UPDATE dbo.InventoryLevels SET Qty = Qty - @p1 WHERE ItemId = @p2,1,332,8,,
00 00:00:00.000,82,SELECT * FROM dbo.CustomerNotes WHERE Note LIKE '%priority%',svc_inventory,,5,13,38,,882,7,3,973,sleeping,,0,0.0,APP-SVC-02,InventoryDB,MyApp.OrderService,2026-07-14 09:04:30.000,2026-07-14 06:00:00.000,0,2026-07-14 09:04:30.000,SELECT * FROM dbo.CustomerNotes WHERE Note LIKE '%priority%',1,203,6,KEY: OBJECT: shared 1,
